Головной арт;Код;Наименование;фасовка;Единица измерения;Цена в валюте прайса;Бренд;картинка;Цвет
;21970;LIQUID NAILS Жидкие гвозди LN-602 Для полов и настилов;310;мл;192,15846;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001813__liquid_nails_ln_602_.jpeg;
;21971;LIQUID NAILS Жидкие гвозди LN-604 Для пенопанелей;310;мл;161,65539;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001991__liquid_nails_ln_604_.jpeg;
;21975;LIQUID NAILS Жидкие гвозди LN-930 Для зеркал;310;мл;199,27947;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001821__liquid_nails_ln_930_.jpeg;
;21976;LIQUID NAILS Жидкие гвозди LN-950 Полиуретановые;310;мл;309,43146;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001819__liquid_nails_ln_950_.jpeg;
;21978;LIQUID NAILS Клей-герметик для кровли RR-808;310;мл;169,77987;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001820__liquid_nails_rr_808_.jpeg;
;19362;ЭКСПЕРТ Клей 88 универсальный;1;л;273,4056;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000345__88_.jpeg;
;w17710;ЭКСПЕРТ Клей Бустилат всесезонный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000172__.jpg;
w17710;17710;;1;кг;59,2956;;;
w17710;17711;;2,5;кг;137,8962;;;
;w17712;ЭКСПЕРТ Клей КС;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000173__.jpg;
w17712;17712;;1,5;кг;60,0561;;;
w17712;17713;;5;кг;189,3294;;;
w17712;17714;;20;кг;659,88;;;
;w17103;ЭКСПЕРТ Клей универсальный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000177__.jpg;
w17103;17103;;0,25;л;86,2173;;;
w17103;17109;;0,5;л;120,8493;;;
w17103;17110;;1;л;236,106;;;
;w17027;ЭКСПЕРТ Клей ЭДП эпоксидный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000341__.jpeg;
w17027;17027;;100;гр;88,2414;;;
w17027;17028;;150;гр;110,0853;;;
w17027;17029;;280;гр;191,7513;;;
;w12553;ЭКСПЕРТ Краситель универсал.;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
w12553;12553;;100;мл;34,0353;;;лимонн.
w12553;12554;;100;мл;34,0353;;;желтый
w12553;12555;;100;мл;34,0353;;;жел-кор.
w12553;12556;;100;мл;34,0353;;; бежевый
w12553;17366;;100;мл;34,0353;;;золотистая охра
w12553;12557;;100;мл;34,0353;;;оранж.
w12553;12558;;100;мл;34,0353;;;алый
w12553;12559;;100;мл;34,0353;;;кр-кор.
w12553;17693;;100;мл;34,0353;;;шоколад
w12553;12560;;100;мл;34,0353;;;фуксия
w12553;17367;;100;мл;34,0353;;; зеленый
w12553;12561;;100;мл;34,0353;;;салатный
w12553;12562;;100;мл;34,0353;;;зел. Ель
w12553;12563;;100;мл;34,0353;;;изумруд
w12553;17694;;100;мл;34,0353;;; морская волна
w12553;12565;;100;мл;34,0353;;;голубой
w12553;12566;;100;мл;34,0353;;;синий
w12553;12567;;100;мл;34,0353;;;фиолет.
w12553;12568;;100;мл;34,0353;;;черный
;w17047;ЭКСПЕРТ Краска МА-15  ;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
w17047;17047;;0,9;кг;116,0172;;; белая
w17047;17048;;2,5;кг;281,6073;;; белая
w17047;17049;;3,5;кг;381,4317;;; белая
w17047;17050;;25;кг;2622,3444;;; белая
w17047;17051;;0,9;кг;101,5794;;;бежевая
w17047;17052;;2,5;кг;244,2258;;;бежевая
w17047;17054;;25;кг;2116,2258;;;бежевая
w17047;17055;;0,9;кг;100,9827;;;голубая
w17047;17056;;2,5;кг;240,9264;;;голубая
w17047;17058;;25;кг;2085,4314;;;голубая
w17047;17059;;0,9;кг;108,4122;;;желтая
w17047;17060;;2,5;кг;252,6147;;;желтая
w17047;17062;;25;кг;2259,855;;;желтая
w17047;17063;;0,9;кг;99,1107;;;зеленая
w17047;17064;;2,5;кг;235,5327;;;зеленая
w17047;17066;;25;кг;2056,8951;;;зеленая
w17047;17067;;0,9;кг;97,461;;;коричневая
w17047;17068;;2,5;кг;231,1335;;;коричневая
w17047;17071;;0,9;кг;102,0825;;; красная
w17047;17072;;2,5;кг;245,5362;;; красная
w17047;17738;;0,9;кг;101,3571;;;салатовая
w17047;17739;;2,5;кг;241,4412;;;салатовая
w17047;17741;;25;кг;2079,9558;;;салатовая
w17047;17075;;0,9;кг;95,9868;;;серая
w17047;17076;;2,5;кг;233,1225;;;серая
w17047;17078;;25;кг;1949,5359;;;серая
w17047;17742;;0,9;кг;103,5567;;;синяя
w17047;17743;;2,5;кг;247,6773;;;синяя
w17047;17079;;0,9;кг;91,7046;;; черная
w17047;17080;;2,5;кг;217,3392;;; черная
w17047;17082;;1;кг;101,9772;;;сурик
w17047;17083;;2,5;кг;218,6379;;;сурик
w17047;17084;;3,5;кг;278,6121;;;сурик
w17047;17085;;25;кг;1876,7619;;;сурик
;17044;ЭКСПЕРТ Краска БТ-177 бронзовая;0,5;л;114,2739;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000178__177_.jpg;
;17045;ЭКСПЕРТ Краска БТ-177 золотистая;0,5;л;117,936;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000178__177_.jpg;
;17043;ЭКСПЕРТ Краска БТ-177 серебрянка;0,5;л;114,2739;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000178__177_.jpg;
;17031;ЭКСПЕРТ Лак ХВ-784 бесцветный;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
;17727;ЭКСПЕРТ Лак ХВ-784 бук;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
;17728;ЭКСПЕРТ Лак ХВ-784 дуб;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
;17032;ЭКСПЕРТ Лак ХВ-784 красное дерево;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
;17036;ЭКСПЕРТ Лак ХВ-784 лиственница;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
;17729;ЭКСПЕРТ Лак ХВ-784 мокко;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
;17033;ЭКСПЕРТ Лак ХВ-784 орегон;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
;17035;ЭКСПЕРТ Лак ХВ-784 орех;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
;17034;ЭКСПЕРТ Лак ХВ-784 сосна;0,5;л;106,9497;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000187__784_.jpg;
;17038;ЭКСПЕРТ Морилка дуб;0,5;л;100,6317;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000157__.jpg;
;17039;ЭКСПЕРТ Морилка клен;0,5;л;100,6317;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000157__.jpg;
;17040;ЭКСПЕРТ Морилка красное дерево;0,5;л;100,6317;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000157__.jpg;
;17041;ЭКСПЕРТ Морилка лиственница;0,5;л;100,6317;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000157__.jpg;
;17042;ЭКСПЕРТ Морилка мокко;0,5;л;100,6317;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000157__.jpg;
;w17680;ЭКСПЕРТ Жидкое стекло;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000169__.jpg;
w17680;17680;;1,3;кг;71,5572;;;
w17680;19851;;3,8;кг;179,6886;;;
w17680;17455;;7;кг;313,7004;;;
w17680;17456;;14;кг;594,3951;;;
;w18225;ЭКСПЕРТ Лак Битумный БТ-577;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001565__577_.jpeg;
w18225;18225;;0,5;л;45,0567;;;
w18225;18226;;3;л;198,4554;;;
w18225;18228;;10;л;674,5518;;;
;w18608;ЭКСПЕРТ Мастика битумная холодного отверждения;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000165__.jpg;
w18608;18608;;1,8;кг;164,2797;;;
w18608;18609;;18;кг;1324,674;;;
;w18610;ЭКСПЕРТ Мастика резино-битумная;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000194__.jpg;
w18610;18610;;1,8;кг;184,5441;;;
w18610;18611;;18;кг;1495,1196;;;
;w18229;ЭКСПЕРТ Олифа Оксоль марки ПВ;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001547__.png;
w18229;18229;;0,5;кг;60,4773;;;
w18229;18230;;3;кг;304,0011;;;
w18229;19852;;5;кг;479,5245;;;
w18229;18232;;9;кг;928,0674;;;
;18856;ЭКСПЕРТ Праймер битумный;16;кг;1461,8097;;http://www.dekart.ru/content/images/thumbs/0000347__.jpeg;
;w20832;ЭКСПЕРТ Противоморозная добавка для бетонных и цементных растворов;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001518__.jpeg;
w20832;20832;;10;л;360,3249;ЭКСПЕРТ;;
w20832;20833;;20;л;712,4598;;;
;w15460;ЭКСПЕРТ Лак мебельный НЦ-218М;;;;ЭКСПЕРТ;http://www.domstroy45.ru/images/products_photo/stroitelnye_materialy/lakokrasochnye_materialy/laki/lak_ekspertxncz_218m_17kg_mebelnyj/h01661_12.jpg;
w15460;15460;;1,7;кг;337,428;;;
w15460;22810;;0,7;кг;159,5997;;;
w15460;22811;;1,7;кг;357,9498;;;
;w22812;ЭКСПЕРТ Лак мебельный НЦ-222М;;;;ЭКСПЕРТ;http://static.baza.farpost.ru/v/1444368203197_bulletin;
w22812;22812;;0,7;кг;143,2665;;;
w22812;22813;;1,7;кг;324,6282;;;
;w15464;ЭКСПЕРТ Лак мебельный НЦ-243М матовый;;;;ЭКСПЕРТ;http://xn--80agatlhjjbulh.xn--90afqsbambik.xn--p1ai/upload/iblock/7fb/7fb5133267f43bcca39b31367584c270.jpg;
w15464;15464;;1,7;кг;347,8995;;;
w15464;22814;;0,7;кг;154,908;;;
;w22596;ЭКСПЕРТ Эмаль НЦ-132М ;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000534__132_.jpeg;
w22596;22596;;0,7;кг;141,4179;;; белая
w22596;22597;;1,7;кг;319,6206;;; белая
w22596;22598;;8;кг;1441,44;;; белая
w22596;15476;;0,7;кг;142,7166;;;голубая
w22596;15489;;1,7;кг;302,9013;;;голубая
w22596;15688;;8;кг;1442,727;;;голубая
w22596;22604;;0,7;кг;146,4489;;;желтая
w22596;22605;;1,7;кг;328,2201;;;желтая
w22596;22606;;8;кг;1480,2021;;;желтая
w22596;22607;;0,7;кг;146,2851;;; защитная
w22596;22608;;1,7;кг;328,2201;;; защитная
w22596;22609;;8;кг;1480,2021;;; защитная
w22596;22610;;0,7;кг;146,2851;;; зеленая
w22596;22611;;1,7;кг;328,2201;;; зеленая
w22596;22612;;8;кг;1480,2021;;; зеленая
w22596;22613;;0,7;кг;146,2851;;;золотисто-желтая
w22596;22614;;1,7;кг;328,2201;;;золотисто-желтая
w22596;22615;;8;кг;1480,2021;;;золотисто-желтая
w22596;22731;;0,7;кг;142,7166;;; коричневая
w22596;22732;;1,7;кг;318,2283;;; коричневая
w22596;22733;;8;кг;1442,727;;; коричневая
w22596;22734;;0,7;кг;146,4489;;; красная
w22596;22735;;1,7;кг;328,2201;;; красная
w22596;22736;;8;кг;1480,2021;;; красная
w22596;22737;;0,7;кг;146,2851;;; оранжевая
w22596;22738;;1,7;кг;328,2201;;; оранжевая
w22596;22739;;8;кг;1480,2021;;; оранжевая
w22596;22740;;0,7;кг;142,7166;;;серая
w22596;22741;;1,7;кг;318,2283;;;серая
w22596;22742;;8;кг;1442,727;;;серая
w22596;22743;;0,7;кг;146,4489;;;синяя
w22596;22744;;1,7;кг;328,2201;;;синяя
w22596;22745;;8;кг;1480,2021;;;синяя
w22596;22746;;0,7;кг;137,3814;;;черная
w22596;22747;;1,7;кг;306,3294;;;черная
w22596;22748;;8;кг;1388,8017;;;черная
w22596;22749;;0,7;кг;146,4489;;;ярко-зеленая
w22596;22750;;1,7;кг;328,2201;;;ярко-зеленая
w22596;22751;;8;кг;1480,2021;;;ярко-зеленая
;w23238;ЭКСПЕРТ Ацетон;;;;ЭКСПЕРТ;http://domsklad.ru/linkpics/image17%C2%A0355.JPEG;
w23238;23238;;0,44;л;71,4051;;;
w23238;23239;;0,9;л;119,5623;;;
w23238;23240;;5;л;633,2742;;;
w23238;23241;;10;л;1225,7739;;;
;w23242;ЭКСПЕРТ Керосин;;;;ЭКСПЕРТ;http://static.baza.farpost.ru/v/1444368211163_bulletin;
w23242;23242;;0,44;л;56,4525;;;
w23242;23243;;0,86;л;91,1196;;;
;w23244;ЭКСПЕРТ Обезжириватель универсальный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001345__.png;
w23244;23244;;0,44;л;73,2537;;;
w23244;23245;;0,86;л;127,0035;;;
;w23246;ЭКСПЕРТ Растворитель 646;;;;ЭКСПЕРТ;;
w23246;23246;;0,44;л;52,1235;;;
w23246;23247;;0,86;л;87,984;;;
w23246;23248;;5;л;449,5491;;;
w23246;23249;;10;л;850,8708;;;
;w23250;ЭКСПЕРТ Растворитель 647;;;;ЭКСПЕРТ;http://www.dekart.ru/public/image/articles/ekspert_rastvoritel_647.jpeg;
w23250;23250;;0,44;л;53,5743;;;
w23250;23251;;0,86;л;92,0556;;;
;23252;ЭКСПЕРТ Растворитель 650;0,44;л;65,5317;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000335__650.jpeg;
;23253;ЭКСПЕРТ Растворитель 651;0,44;л;55,2708;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000336__651.jpeg;
;23254;ЭКСПЕРТ Скипидар;0,44;л;76,7637;ЭКСПЕРТ;http://www.dekart.ru/public/image/articles/ekspert_skipidar_rastvoritel.jpeg;
;23255;ЭКСПЕРТ Сольвент;0,44;л;67,6026;ЭКСПЕРТ;http://www.dekart.ru/public/image/articles/ekspert_solvent_rastvoritel.jpeg;
;23256;ЭКСПЕРТ Ферризол преобраз-ль ржав.;0,44;л;85,7844;ЭКСПЕРТ;http://www.dekart.ru/public/image/articles/Ekspert-Ferrizol-11.jpg;
;w17715;ЭКСПЕРТ Шпатлевка масляно-клеевая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000855__.png;
w17715;17715;;1,5;кг;55,9611;;;
w17715;17716;;5;кг;153,3636;;;
;w17718;ЭКСПЕРТ Шпатлевка на ПВА;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000856__.png;
w17718;17718;;1,5;кг;59,0382;;;
w17718;17719;;5;кг;172,4346;;;
;w15387;ЭКСПЕРТ Грунтовка ГФ-021М кр-коричневый;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000354__021_.jpeg;
w15387;15387;;0,8;кг;91,7865;;;
w15387;15501;;1,8;кг;181,5957;;;
w15387;15623;;2,7;кг;251,8425;;;
w15387;15502;;20;кг;1838,1168;;;
;w15503;ЭКСПЕРТ Грунтовка ГФ-021М серый;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000354__021_.jpeg;
w15503;15503;;0,8;кг;93,0033;;;
w15503;15504;;1,8;кг;187,8435;;;
w15503;15625;;2,7;кг;270,153;;;
w15503;15505;;20;кг;1966,3956;;;
;w15512;ЭКСПЕРТ Эмаль ПФ-115М глянц ;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
w15512;15512;;0,8;кг;126,7227;;;бежевая
w15512;15513;;1,8;кг;274,4703;;;бежевая
w15512;15569;;2,7;кг;381,5838;;;бежевая
w15512;15514;;20;кг;2624,1813;;;бежевая
w15512;15515;;0,8;кг;124,1253;;;бирюзовая
w15512;15516;;1,8;кг;272,4462;;;бирюзовая
w15512;15570;;2,7;кг;388,8846;;;бирюзовая
w15512;15517;;20;кг;2701,5066;;;бирюзовая
w15512;15518;;0,8;кг;133,7661;;; вишневая
w15512;15519;;1,8;кг;281,0223;;; вишневая
w15512;15571;;2,7;кг;408,2715;;; вишневая
w15512;15520;;20;кг;2788,578;;; вишневая
w15512;15521;;0,8;кг;119,7846;;; голубая
w15512;15522;;1,8;кг;254,6505;;; голубая
w15512;15573;;2,7;кг;348,7302;;; голубая
w15512;15523;;20;кг;2451,4308;;; голубая
w15512;15524;;0,8;кг;150,6258;;;желтая
w15512;15525;;1,8;кг;316,8009;;;желтая
w15512;15575;;2,7;кг;443,6874;;;желтая
w15512;15526;;20;кг;2885,4423;;;желтая
w15512;15527;;0,8;кг;124,0083;;;зеленая
w15512;15528;;1,8;кг;265,6251;;;зеленая
w15512;15576;;2,7;кг;384,9651;;;зеленая
w15512;15529;;20;кг;2540,8305;;;зеленая
w15512;15530;;0,8;кг;119,0475;;; коричневая
w15512;15531;;1,8;кг;256,0077;;; коричневая
w15512;15577;;2,7;кг;366,1632;;; коричневая
w15512;15532;;20;кг;2563,0488;;; коричневая
w15512;15533;;0,8;кг;151,7958;;; коричневая
w15512;15534;;1,8;кг;308,7513;;; коричневая
w15512;15578;;2,7;кг;442,4706;;; коричневая
w15512;15535;;20;кг;3047,5809;;; коричневая
w15512;15536;;0,8;кг;132,7482;;;салатовая
w15512;15537;;1,8;кг;280,566;;;салатовая
w15512;15579;;2,7;кг;390,7566;;;салатовая
w15512;15538;;20;кг;2667,9627;;;салатовая
w15512;15539;;0,8;кг;125,4123;;;св.-зеленая
w15512;15540;;1,8;кг;257,2947;;;св.-зеленая
w15512;15581;;2,7;кг;362,8872;;;св.-зеленая
w15512;15541;;20;кг;2485,2906;;;св.-зеленая
w15512;15542;;0,8;кг;126,1962;;; св.-серая
w15512;15543;;1,8;кг;260,3718;;; св.-серая
w15512;15583;;2,7;кг;373,7799;;; св.-серая
w15512;15544;;20;кг;2496,0312;;; св.-серая
w15512;15545;;0,8;кг;117,6669;;; серая
w15512;15546;;1,8;кг;253,9953;;; серая
w15512;15582;;2,7;кг;359,1432;;; серая
w15512;15547;;20;кг;2464,1019;;; серая
w15512;15548;;0,8;кг;129,6711;;;синяя
w15512;15549;;1,8;кг;273,663;;;синяя
w15512;15580;;2,7;кг;393,1083;;;синяя
w15512;15550;;20;кг;2679,8031;;;синяя
w15512;15551;;0,8;кг;118,1115;;;черная
w15512;15552;;1,8;кг;244,3077;;;черная
w15512;15574;;2,7;кг;348,1452;;;черная
w15512;15553;;20;кг;2334,2202;;;черная
;w15554;ЭКСПЕРТ Эмаль ПФ-266М ;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000213__266_.jpg;
w15554;15554;;0,9;кг;121,1418;;;желто-коричневая
w15554;15556;;1,9;кг;238,2939;;;желто-коричневая
w15554;15572;;2,7;кг;324,4059;;;желто-коричневая
w15554;15557;;20;кг;2235,0627;;;желто-коричневая
w15554;15558;;0,9;кг;125,7048;;;золотисто-коричневая
w15554;15559;;1,9;кг;247,2327;;;золотисто-коричневая
w15554;15584;;2,7;кг;336,5973;;;золотисто-коричневая
w15554;15560;;20;кг;2319,057;;;золотисто-коричневая
w15554;15561;;0,9;кг;117,9594;;;красно-коричневая
w15554;15562;;1,9;кг;241,0083;;;красно-коричневая
w15554;15585;;2,7;кг;328,1148;;;красно-коричневая
w15554;15563;;20;кг;2175,3693;;;красно-коричневая
;w22505;ЭКСПЕРТ Краска для садовых деревьев;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001368__.jpeg;
w22505;22505;;1,2;кг;49,3155;;;
w22505;20159;;2,7;кг;101,5209;;;
;w18870;ЭКСПЕРТ Краска для стен и потолков;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001762__.jpeg;
w18870;18870;;1,3;кг;63,3906;;;
w18870;15761;;3;кг;122,6745;;;
w18870;9010;;7;кг;266,3037;;;
w18870;9011;;14;кг;500,9355;;;
w18870;11867;;28;кг;964,5129;;;
;w15762;ЭКСПЕРТ Краска фасадная;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000205__.jpg;
w15762;15762;;3;кг;167,9418;;;
w15762;9033;;7;кг;365,2623;;;
w15762;9034;;14;кг;694,3365;;;
w15762;11862;;28;кг;1356,9309;;;
;w18088;ЭКСПЕРТ Краска влагостойкая с/б внутр.;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000166__.jpg;
w18088;18088;;1,3;кг;103,5801;;;
w18088;15765;;3;кг;179,9811;;;
w18088;9734;;7;кг;391,1895;;;
w18088;9735;;14;кг;748,3788;;;
w18088;11868;;28;кг;1462,2426;;;
;w16008;ЭКСПЕРТ Краска интерьерная с/б;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000170__.jpg;
w16008;16008;;1,3;кг;74,6226;;;
w16008;16009;;3;кг;144,8811;;;
w16008;16010;;7;кг;311,4423;;;
w16008;16011;;14;кг;591,4935;;;
w16008;16012;;28;кг;1152,684;;;
;w18089;ЭКСПЕРТ Краска моющаяся с/б;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000188__.jpg;
w18089;18089;;1,3;кг;112,4253;;;
w18089;17368;;3;кг;202,4568;;;
w18089;17369;;7;кг;457,6455;;;
w18089;17370;;14;кг;875,2887;;;
w18089;17371;;28;кг;1662,0201;;;
;w18868;ЭКСПЕРТ Краска потолочная с/б;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001762__.jpeg;
w18868;18868;;1,3;кг;75,699;;;
w18868;15766;;3;кг;146,5425;;;
w18868;9740;;7;кг;314,8704;;;
w18868;9741;;14;кг;595,4013;;;
w18868;11871;;28;кг;1148,4837;;;
;w16021;ЭКСПЕРТ Краска структурная с/б;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000198__.jpg;
w16021;16021;;7;кг;417,5145;;;
w16021;16022;;14;кг;805,2993;;;
w16021;16023;;28;кг;1530,0909;;;
;w15789;ЭКСПЕРТ Краска фасадная с/б;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000205__.jpg;
w15789;15789;;1,3;кг;112,3434;;;
w15789;15768;;3;кг;217,6785;;;
w15789;9775;;7;кг;496,4076;;;
w15789;9774;;14;кг;949,806;;;
w15789;11873;;28;кг;1859,8554;;;
;w23050;ЭКСПЕРТ Бетон-контакт;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001966__.jpeg;
w23050;23050;;3,5;кг;269,3574;;;
w23050;23052;;14;кг;1061,2719;;;
;w23567;ЭКСПЕРТ Грунтовка гл. пр. ВДАК-0181М;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0002113__.jpeg;
w23567;23567;;0,9;кг;47,6541;;;
w23567;23568;;3;кг;134,3043;;;
w23567;23569;;5;кг;193,7988;;;
w23567;23570;;10;кг;350,8947;;;
;w23575;ЭКСПЕРТ Грунтовка фасадная ВДАК-0181М;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0002114__.jpeg;
w23575;23575;;5;кг;246,6594;;;
w23575;23576;;10;кг;477,8748;;;
;w20439;ЭКСПЕРТ Клей ПВА  строительный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000175__.jpg;
w20439;20439;;0,9;кг;60,7815;;;
w20439;20160;;2,1;кг;123,9498;;;
w20439;10911;;10;кг;568,5264;;;
;w20438;ЭКСПЕРТ Клей ПВА столярный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000174__.jpg;
w20438;20438;;0,9;кг;112,9752;;;
w20438;20161;;2,1;кг;251,7606;;;
;w20440;ЭКСПЕРТ Клей ПВА универсальный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000176__.jpg;
w20440;20440;;0,9;кг;79,8759;;;
w20440;20162;;2,1;кг;162,8523;;;
w20440;10914;;10;кг;736,632;;;
;w18018;ЭКСПЕРТ Лак ПФ-231М паркетный глянц.;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000186__231_m_.jpg;
w18018;18018;;0,8;кг;165,3093;;;
w18018;18019;;1,8;кг;356,6979;;;
;21047;ЭКСПЕРТ Штукатурка рустовая 2мм;18;кг;1166,0337;;http://www.dekart.ru/content/images/thumbs/0000195__.jpg;
;21048;ЭКСПЕРТ Штукатурка фактурная 0,3 мм;18;кг;1089,7848;;http://www.dekart.ru/content/images/thumbs/0000201__.jpg;
;w22109;ЭКСПЕРТ Уайт-спирит;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0002127__585_.jpeg;
w22109;22109;;0,5;гр;49,1283;;;
w22109;22110;;1;гр;83,655;;;
w22109;22111;;5;кг;408,8682;;;
w22109;22112;;10;кг;742,2012;;;
;10851;ЭКСПЕРТ Шпакрил морозостойкий -30С°;1,6;кг;76,0032;;http://www.dekart.ru/public/image/articles/Jekspert-Shpakril.jpg;
;w17471;ЭКСПЕРТ Эмаль акриловая глянц белая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000160__.jpg;
w17471;17471;;1;кг;229,1913;;;
w17471;17474;;2,5;кг;544,2957;;;
;w17473;ЭКСПЕРТ Эмаль акриловая д/радиаторов п/матовая белая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000161__80.jpg;
w17473;17473;;1;кг;208,728;;;
w17473;17472;;2,5;кг;504,1179;;;
;w19641;ЭКСПЕРТ Эмаль ПФ-115М   мат белая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
w19641;19641;;0,9;кг;139,5225;;;
w19641;19642;;1,9;кг;283,8888;;;
w19641;19643;;2,7;кг;399,2274;;;
w19641;19644;;20;кг;2537,0748;;;
;w15509;ЭКСПЕРТ Эмаль ПФ-115М  глянц белая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000212__115_.jpg;
w15509;15509;;0,9;кг;143,4654;;;
w15509;15510;;1,9;кг;286,3458;;;
w15509;15567;;2,7;кг;393,9507;;;
w15509;15511;;20;кг;2738,5371;;;
;w20248;ЭКСПЕРТ Эмаль алкидная для радиаторов белая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001467__80.jpeg;
w20248;20248;;0,5;кг;127,3662;;;
w20248;17279;;0,9;кг;176,5764;;;
;w22925;ЭКСПЕРТ Эмаль по ржав. 3в1 ;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000211__.jpg;
w22925;22925;;0,8;кг;262,5597;;;бежевый RAL 1014
w22925;22926;;2;кг;610,0029;;;бежевый RAL 1014
w22925;22907;;0,8;кг;262,5597;;;белый RAL 9003
w22925;22908;;2;кг;610,0029;;;белый RAL 9003
w22925;22911;;0,8;кг;262,5597;;;зеленая RAL 6002
w22925;22912;;2;кг;610,0029;;;зеленая RAL 6002
w22925;22919;;0,8;кг;262,5597;;;коричневый RAL 8017
