Головной арт;Код;Наименование;фасовка;Единица измерения;Цена в валюте прайса;Бренд;картинка;Цвет
w20337;19332;;2,7;л;1014,5421;;;орех
w20337;19333;;9;л;2991,9825;;;орех
w20337;20344;;0,9;л;353,0358;;; осенний клен
w20337;19335;;2,7;л;1014,5421;;; осенний клен
w20337;19336;;9;л;2991,9825;;; осенний клен
w20337;20345;;0,9;л;353,0358;;;палисандр
w20337;19338;;2,7;л;1014,5421;;;палисандр
w20337;19339;;9;л;2991,9825;;;палисандр
w20337;20346;;0,9;л;353,0358;;;сосна
w20337;19341;;2,7;л;1014,5421;;;сосна
w20337;19342;;9;л;2991,9825;;;сосна
w20337;20348;;0,9;л;353,0358;;;Тик
w20337;19344;;2,7;л;1014,5421;;;Тик
w20337;19345;;9;л;2991,9825;;;Тик
;w20350;OLIMP ОМИКРОН МАКСИМУМ Антисептик ;;;;OLIMP;http://images.obi.ru/fsicache/obi?type=image&source=ObiWebShop%2FPROD%2FRU%2Fproduct%2F219%2F219458_picture_1.jpg&width=565&height=565&quality=85&effects=pad%28CC,ffff%29;
w20350;20350;;0,9;л;289,1889;;; бесцветный
w20350;13569;;2,7;л;803,9538;;; бесцветный
w20350;13570;;9;л;2288,4381;;; бесцветный
w20350;20351;;0,9;л;289,1889;;;дуб
w20350;13572;;2,7;л;803,9538;;;дуб
w20350;13573;;9;л;2288,4381;;;дуб
w20350;20352;;0,9;л;289,1889;;;калужница
w20350;13575;;2,7;л;803,9538;;;калужница
w20350;13576;;9;л;2288,4381;;;калужница
w20350;20353;;0,9;л;289,1889;;;кр. дерево
w20350;13578;;2,7;л;803,9538;;;кр. дерево
w20350;13579;;9;л;2288,4381;;;кр. дерево
w20350;20354;;0,9;л;289,1889;;;орегон
w20350;13581;;2,7;л;803,9538;;;орегон
w20350;13582;;9;л;2288,4381;;;орегон
w20350;20355;;0,9;л;289,1889;;;орех. дер.
w20350;13584;;2,7;л;803,9538;;;орех. дер.
w20350;13585;;9;л;2288,4381;;;орех. дер.
w20350;20356;;0,9;л;289,1889;;;осен. клен
w20350;13587;;2,7;л;803,9538;;;осен. клен
w20350;13588;;9;л;2288,4381;;;осен. клен
w20350;20357;;0,9;л;289,1889;;;палисандр
w20350;13590;;2,7;л;803,9538;;;палисандр
w20350;13591;;9;л;2288,4381;;;палисандр
w20350;20358;;0,9;л;289,1889;;;рябина
w20350;13593;;2,7;л;803,9538;;;рябина
w20350;13594;;9;л;2288,4381;;;рябина
w20350;20359;;0,9;л;289,1889;;;тик. дер.
w20350;13596;;2,7;л;803,9538;;;тик. дер.
w20350;13597;;9;л;2288,4381;;;тик. дер.
;w20361;OLIMP ОМИКРОН СТАНДАРТ Антисептик ;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0001490__.jpeg;
w20361;20361;;0,9;л;208,7163;;; бесцветный
w20361;13409;;2,7;л;601,5204;;; бесцветный
w20361;13410;;9;л;1684,7766;;; бесцветный
w20361;20362;;0,9;л;208,7163;;;Антисептик дуб
w20361;13412;;2,7;л;601,5204;;;Антисептик дуб
w20361;13413;;9;л;1684,7766;;;Антисептик дуб
w20361;20364;;0,9;л;208,7163;;;калужница
w20361;13415;;2,7;л;601,5204;;;калужница
w20361;13416;;9;л;1684,7766;;;калужница
w20361;20365;;0,9;л;208,7163;;;кр. дерево
w20361;13418;;2,7;л;601,5204;;;кр. дерево
w20361;13419;;9;л;1684,7766;;;кр. дерево
w20361;20366;;0,9;л;208,7163;;;орегон
w20361;13421;;2,7;л;601,5204;;;орегон
w20361;13423;;9;л;1684,7766;;;орегон
w20361;20367;;0,9;л;208,7163;;;орех. дер
w20361;13424;;2,7;л;601,5204;;;орех. дер
w20361;13425;;9;л;1684,7766;;;орех. дер
w20361;20368;;0,9;л;208,7163;;;осен. клен
w20361;13427;;2,7;л;601,5204;;;осен. клен
w20361;13428;;9;л;1684,7766;;;осен. клен
w20361;20369;;0,9;л;208,7163;;;палисандр
w20361;13430;;2,7;л;601,5204;;;палисандр
w20361;13431;;9;л;1684,7766;;;палисандр
w20361;20370;;0,9;л;208,7163;;;рябина
w20361;13434;;2,7;л;601,5204;;;рябина
w20361;13435;;9;л;1684,7766;;;рябина
w20361;20372;;0,9;л;208,7163;;;тик. дер
w20361;13436;;2,7;л;601,5204;;;тик. дер
w20361;13437;;9;л;1684,7766;;;тик. дер
;w10124;OLIMP АЛЬФА Краска латексная для потолков;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000104__.jpg;
w10124;10124;;2,5;л;246,9753;;;
w10124;10127;;5;л;436,0473;;;
w10124;8337;;10;л;814,1679;;;
w10124;11816;;20;л;1545,0318;;;
;w15787;OLIMP БЕТА Краска латексная для стен и потолков;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0001466__.jpeg;
w15787;15787;;0,9;л;98,5023;;;
w15787;10125;;2,5;л;304,1649;;;
w15787;10128;;5;л;539,2062;;;
w15787;9957;;10;л;1018,3797;;;
w15787;11859;;20;л;1934,8407;;;
;w12398;OLIMP ГАММА Краска акрил. моющ. мат.;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000109__.jpg;
w12398;12398;;0,9;л;236,6091;;;
w12398;10114;;2,5;л;597,1563;;;
w12398;10129;;5;л;1116,3438;;;
w12398;9965;;10;л;2142,5742;;;
w12398;11860;;20;л;4070,6757;;;
;w10126;OLIMP СИГМА Краска акриловая фасадная;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000137__.jpg;
w10126;10126;;2,5;л;509,6403;;;
w10126;10131;;5;л;901,3914;;;
w10126;9961;;10;л;1729,1664;;;
w10126;11861;;20;л;3275,3097;;;
;w16572;OLIMP ЭЛАСТИЧНАЯ Краска латексная моющ. мат.;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000156__.jpg;
w16572;16572;;0,9;л;331,3557;;;
w16572;16573;;2,5;л;893,763;;;
w16572;16574;;5;л;1703,1456;;;
w16572;16575;;10;л;3269,8107;;;
;w12066;OLIMP ЭПСИЛОН Краска акрил. структур. фасадная;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000153__.jpg;
w12066;12066;;5;л;695,8458;;;
w12066;12067;;10;л;1324,4166;;;
;w8342;OLIMP    ОМЕГА Грунтовка глубокого проникновени;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000112__.jpg;
w8342;8342;;3;л;185,8077;;;
w8342;9003;;5;л;289,9611;;;
;8343;;10;л;543,7458;;;
;w8344;OLIMP   ТАУ Грунтовка упрочняющая, пленкообр.;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000142__.jpg;
w8344;8344;;3;л;200,9007;;;
w8344;8958;;5;л;328,7232;;;
w8344;8345;;10;л;651,1167;;;
;w11327;OLIMP  КОНТАКТ-ГРУНТ   2,5л;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0001608__.jpeg;
w11327;11327;;3,5;кг;342,5058;;;
w11327;11328;;14;кг;1222,767;;;
;w20999;OLIMP  СТОП-ПЛЕСЕНЬ Состав для уничтожения плесени;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000102__c_.jpg;
w20999;20999;;0,5;л;84,1698;;;
w20999;17678;;1;л;82,0404;;;
w20999;17679;;5;л;376,5294;;;
;w17676;OLIMP  УЛЬТРАСЕПТ Трудновымываемый антисептик для древесины;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000037__.jpg;
w17676;17676;;5;л;252,2988;;;
w17676;17677;;10;л;474,2361;;;
;19499;OLIMP Грунтовка изолирующая;1;л;194,2668;;http://www.dekart.ru/content/images/thumbs/0000853__.jpeg;
;19770;OLIMP ЖИДКАЯ ГИДРОИЗОЛЯЦИЯ;2,5;л;802,035;;http://www.dekart.ru/content/images/thumbs/0001346__.jpeg;
;w21289;OLIMP Уничтожитель вредителей древесины;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0001614__.jpeg;
w21289;21289;;5;л;296,7822;;;
w21289;21290;;10;л;531,0747;;;
w21289;18990;OLIMP Клей для стеклообоев;10;л;704,7261;OLIMP;http://www.dekart.ru/content/images/thumbs/0001546__.jpeg;
w21289;12994;OLIMP Клей стиропоровый;1;л;112,8582;OLIMP;http://www.dekart.ru/content/images/thumbs/0000114__.jpg;
w21289;12993;OLIMP Клей стиропоровый;2,5;л;272,6451;OLIMP;http://www.dekart.ru/content/images/thumbs/0000114__.jpg;
;w10822;OLIMP Колорант ;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000115__.jpg;
w10822;10822;;500;мл;127,7757;;;№101 Охра
w10822;23376;;500;мл;127,7757;;;№103 Оливковый
w10822;10823;;500;мл;127,7757;;;№104 Черный
w10822;23378;;500;мл;127,7757;;; №105 Табак
w10822;10824;;500;мл;127,7757;;;№106 Темно-коричневый
w10822;23367;;500;мл;127,7757;;;№107 Лимонный
w10822;10826;;500;мл;127,7757;;; №108 Оранжевый
w10822;10827;;500;мл;127,7757;;;№109 Красный
w10822;10828;;500;мл;127,7757;;;№110 Синий
w10822;23375;;500;мл;127,7757;;; №113 Зеленый
w10822;23370;;500;мл;127,7757;;;№115 Бордовый
w10822;10829;;500;мл;127,7757;;;№116 фиолетовый
w10822;23377;;500;мл;127,7757;;; №117 Антрацит
w10822;23371;;500;мл;127,7757;;; №118 Васильковый
w10822;23373;;500;мл;127,7757;;;№121 Малахит
w10822;23369;;500;мл;127,7757;;; №122 Абрикос
w10822;23379;;500;мл;127,7757;;; №123 Терракота
w10822;10830;;500;мл;127,7757;;; №124 золотая охра
w10822;23368;;500;мл;127,7757;;; №135 Мандарин
w10822;10831;;500;мл;127,7757;;;№137 коричневый
w10822;10832;;500;мл;127,7757;;; №139 папоротник
w10822;10825;;500;мл;127,7757;;; №140 Желтый
w10822;23372;;500;мл;127,7757;;;№142 Лазурный
w10822;23374;;500;мл;127,7757;;; №144 Бирюзовый
w10822;10833;;500;мл;127,7757;;;№146 Травяной
;w17532;OLIMP Краска с молотковым эффектом;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000117__.jpg;
w17532;17532;;0,75;л;628,4304;;;алюминий
w17532;17533;;2,5;л;1878,5637;;;алюминий
w17532;17534;;0,75;л;628,4304;;; бронза
w17532;17535;;2,5;л;1878,5637;;; бронза
w17532;17536;;0,75;л;628,4304;;;золото
w17532;17537;;2,5;л;1878,5637;;;золото
w17532;17538;;0,75;л;628,4304;;;коричневый
w17532;17539;;2,5;л;1878,5637;;;коричневый
w17532;17540;;0,75;л;628,4304;;;медь
w17532;17541;;2,5;л;1878,5637;;;медь
w17532;17542;;0,75;л;628,4304;;;серебро
w17532;17543;;2,5;л;1878,5637;;;серебро
w17532;17544;;0,75;л;628,4304;;;черный
w17532;17545;;2,5;л;1878,5637;;;черный
;w20420;OLIMP Лак паркетный глянцевый;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000134__.jpg;
w20420;20420;;0,9;л;289,5165;;;
w20420;14936;;2,7;л;822,6855;;;
w20420;15062;;9;л;2557,971;;;
;w20421;OLIMP Лак паркетный матовый;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000134__.jpg;
w20421;20421;;0,9;л;352,9422;;;
w20421;14938;;2,7;л;1003,392;;;
w20421;15063;;9;л;2660,6853;;;
;w20422;OLIMP Лак паркетный п/матовый;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000134__.jpg;
w20422;20422;;0,9;л;352,9422;;;
w20422;16000;;2,7;л;1003,392;;;
w20422;16001;;9;л;2660,6853;;;
;w20423;OLIMP Лак яхтный глянцевый;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000154__.jpg;
w20423;20423;;0,9;л;329,6241;;;
w20423;15010;;2,7;л;938,4219;;;
w20423;15064;;9;л;2811,4983;;;
;w20424;OLIMP Лак яхтный матовый;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000154__.jpg;
w20424;20424;;0,9;л;362,1501;;;
w20424;15014;;2,7;л;1028,8512;;;
w20424;15065;;9;л;3083,3244;;;
;w20425;OLIMP Лак яхтный п/матовый;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000154__.jpg;
w20425;20425;;0,9;л;362,817;;;
w20425;16480;;2,7;л;1028,8512;;;
w20425;16481;;9;л;3083,3244;;;
;w12444;OLIMP Лак для саун;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000535__.png;
w12444;12444;;1;л;187,6446;;;
w12444;12445;;2,5;л;445,6413;;;
;w10260;OLIMP ОРИОН Лак водный бесцветный;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000120__.jpg;
w10260;10260;;1;л;179,9928;;;
w10260;10261;;2,5;л;427,1436;;;
w10260;10262;;10;л;1633,6125;;;
;w12570;OLIMP Пропитка огнебиозащитная I кат. красная;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000127__1_.jpg;
w12570;12570;;10;л;691,8444;;;
w12570;12569;;20;л;1370,9358;;;
;w12518;OLIMP Пропитка огнебиозащитная II кат. бесцветная;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000128__2_.jpg;
w12518;12518;;5;л;171,2412;;;
w12518;12520;;10;л;315,7245;;;
;w12682;OLIMP Пропитка огнебиозащитная II кат. красна;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000128__2_.jpg;
w12682;12682;;5;л;171,2412;;;
w12682;12681;;10;л;315,7245;;;
;w23226;OLIMP Лак для камня и штукатурки;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0001985__.jpeg;
w23226;23226;;2,5;л;535,86;;;
w23226;23227;;10;л;2000,0682;;;
;w9901;OLIMP Пропитка для камня;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000135__.jpg;
w9901;9901;;5;л;274,3299;;;
w9901;9902;;10;л;521,2116;;;
;w12163;OLIMP Смывка высолов всесезонная;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000138__.jpg;
w12163;12163;;5;л;366,9003;;;
w12163;12164;;10;л;697,2966;;;
;w12182;OLIMP Смывка цемента всесезонная;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000139__.jpg;
w12182;12182;;5;л;826,2657;;;
w12182;12183;;10;л;1616,004;;;
;w23930;OLIMP Шпатлевка по дереву белая;;;;;;
w23930;23930;;0,4;кг;51,2694;;;белая
w23930;23267;;0,8;кг;75,1725;;;белая
w23930;23931;;0,4;кг;51,2694;;;береза
w23930;23268;;0,8;кг;75,1725;;;береза
w23930;23933;;0,4;кг;51,2694;;;бук
w23930;23269;;0,8;кг;75,1725;;;бук
w23930;23934;;0,4;кг;51,2694;;;дуб
w23930;23270;;0,8;кг;75,1725;;;дуб
w23930;23935;;0,4;кг;51,2694;;;махагон
w23930;23271;;0,8;кг;75,1725;;;махагон
w23930;23901;;0,4;кг;51,2694;;; сосна
w23930;23272;;0,8;кг;75,1725;;; сосна
;w10813;OLIMP Шпатлевка универсальная;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000143__.jpg;
w10813;10813;;1,6;кг;103,8375;;;
w10813;10814;;5;кг;267,4503;;;
w10813;10815;;16;кг;769,5324;;;
w10813;15126;;28;кг;1356,9309;;;
;w10817;OLIMP Шпатлевка фасадная;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000147__.jpg;
w10817;10817;;5;кг;419,9013;;;
w10817;10819;;16;кг;1249,5834;;;
w10817;12910;;28;кг;2057,7375;;;
;w20413;OLIMP ЭКО-ЛАЗУРЬ бесцветное Покрытие защит. декор. с УФ-фильтром;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0001779__.jpeg;
w20413;20413;;1;л;218,8017;;;
w20413;17227;;2,5;л;519,6906;;;
w20413;17228;;10;л;1923,9246;;;
;w20414;OLIMP ЭКО-ЛАЗУРЬ кедр Покрытие защит. декор. с УФ-фильтром;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0001779__.jpeg;
w20414;20414;;1;л;218,8017;;;
w20414;17230;;2,5;л;519,6906;;;
w20414;17231;;10;л;1923,9246;;;
;w20415;OLIMP ЭКО-ЛАЗУРЬ клен Покрытие защит. декор. с УФ-фильтром;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0001779__.jpeg;
w20415;20415;;1;л;218,8017;;;
w20415;17238;;2,5;л;519,6906;;;
w20415;17244;;10;л;1923,9246;;;
;w20416;OLIMP ЭКО-ЛАЗУРЬ кофейное дерево Покрытие защит. декор. с УФ-фильтром;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0001779__.jpeg;
w20416;20416;;1;л;218,8017;;;
w20416;17240;;2,5;л;519,6906;;;
w20416;17245;;10;л;1923,9246;;;
;w20417;OLIMP ЭКО-ЛАЗУРЬ махагон Покрытие защит. декор. с УФ-фильтром;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0001779__.jpeg;
w20417;20417;;1;л;218,8017;;;
w20417;17239;;2,5;л;519,6906;;;
;w17247;OLIMP ЭКО-ЛАЗУРЬ светлый дуб Покрытие защит. декор. с УФ-фильтром;;;;;;
w17247;17247;;10;л;1923,9246;OLIMP;;
w17247;20418;;1;л;218,8017;;;
w17247;17243;;2,5;л;519,6906;;;
w17247;17248;;10;л;1923,9246;;;
;w20419;OLIMP ЭКО-ЛАЗУРЬ черное дерево Покрытие защит. декор. с УФ-фильтром;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0001779__.jpeg;
w20419;20419;;1;л;218,8017;;;
w20419;17241;;2,5;л;519,6906;;;
w20419;17249;;10;л;1923,9246;;;
;w20605;OLIMP Эмаль алкидная глянц. Голубая;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000111__.jpg;
w20605;20605;;0,9;л;215,5725;;; Голубая
w20605;13295;;2,7;л;565,2738;;; Голубая
w20605;20604;;0,9;л;215,3502;;; зеленая
w20605;13298;;2,7;л;653,1408;;; зеленая
w20605;20600;;0,9;л;196,6185;OLIMP;http://www.dekart.ru/content/images/thumbs/0000111__.jpg;св.-зеленая
w20605;20597;;0,9;л;254,0187;OLIMP;http://www.dekart.ru/content/images/thumbs/0000111__.jpg;синяя
;w13810;OLIMP Эмаль алкидная п/матовая ;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000155__.jpg;
w13810;13810;;2,7;л;652,8483;;;бежевая
w13810;20593;;0,9;л;237,1473;;;голубая
w13810;13812;;2,7;л;621,7848;;;голубая
w13810;20592;;0,9;л;236,9484;;;зеленая
w13810;13814;;2,7;л;645,8517;;;зеленая
w13810;13819;;2,7;л;762,2199;;;красная
w13810;20589;;0,9;л;226,6407;;; св.-зеленая
w13810;13831;;2,7;л;601,8948;;;черная
;w22797;OLIMP Эмаль алкидная глянц.;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000111__.jpg;
w22797;22797;;0,9;л;226,3248;;;бежевая RAL 1014
w22797;22798;;2,7;л;593,4825;;;бежевая RAL 1014
w22797;22681;;0,9;л;235,3689;;;белая RAL 9003 
w22797;22682;;2,7;л;638,8434;;;белая RAL 9003 
w22797;22791;;0,9;л;215,5725;;;голубая RAL 5024
w22797;22792;;2,7;л;565,2738;;;голубая RAL 5024
w22797;22689;;0,9;л;215,3502;;;зеленая RAL 6002
w22797;22690;;2,7;л;587,1645;;;зеленая RAL 6002
w22797;22693;;0,9;л;199,0287;;;коричневая RAL 8017
w22797;22694;;2,7;л;542,6226;;;коричневая RAL 8017
w22797;22695;;0,9;л;196,6185;;;красно-коричневая RAL 3009
w22797;22793;;0,9;л;239,1246;;;светло-желтая RAL 1018
w22797;22794;;2,7;л;653,1408;;;светло-желтая RAL 1018
w22797;22683;;0,9;л;222,1479;;;светло-серая RAL 7004
w22797;22684;;2,7;л;599,5782;;;светло-серая RAL 7004
w22797;22685;;0,9;л;196,7121;;; серая RAL 7005
w22797;22686;;2,7;л;536,2695;;; серая RAL 7005
w22797;22789;;0,9;л;254,0187;;;синяя RAL 5005
w22797;22790;;2,7;л;682,578;;;синяя RAL 5005
w22797;22687;;0,9;л;205,9902;;;темно-зеленая RAL 6005
w22797;22688;;2,7;л;555,1416;;;темно-зеленая RAL 6005
w22797;22795;;0,9;л;259,6698;;;темно-красная RAL 3003
w22797;22796;;2,7;л;696,267;;;темно-красная RAL 3003
w22797;22697;;0,9;л;226,8045;;; темно-синяя RAL 5001
w22797;22698;;2,7;л;610,1784;;; темно-синяя RAL 5001
w22797;22691;;0,9;л;203,8725;;;черная RAL 9005
w22797;22692;;2,7;л;547,1622;;;черная RAL 9005
;w22964;OLIMP Эмаль алкидная п/матовая ;0,9;л;248,9877;;http://www.dekart.ru/content/images/thumbs/0000155__.jpg;
w22964;22964;;0,9;л;248,9877;;; бежевый RAL 1014
w22964;22965;;2,7;л;652,8483;;; бежевый RAL 1014
w22964;22950;;0,9;л;259,5879;;;белый RAL 9003
w22964;22951;;2,7;л;699,777;;;белый RAL 9003
w22964;22972;;0,9;л;237,1473;;;голубой RAL 5024
w22964;22973;;2,7;л;621,7848;;;голубой RAL 5024
w22964;22968;;0,9;л;236,9484;;;зеленый RAL 6002
w22964;22969;;2,7;л;645,8517;;;зеленый RAL 6002
w22964;22962;;0,9;л;218,9421;;; коричневый RAL 8017
w22964;22963;;2,7;л;596,8872;;; коричневый RAL 8017
w22964;22960;;0,9;л;216,3447;;; красно-коричневый RAL 3009
w22964;22961;;2,7;л;616,4964;;; красно-коричневый RAL 3009
w22964;22966;;0,9;л;262,9341;;;светло-желтый RAL 1018
w22964;22967;;2,7;л;720,9774;;;светло-желтый RAL 1018
w22964;22952;;0,9;л;242,8335;;; светло-серый RAL 7004
w22964;22953;;2,7;л;659,6343;;; светло-серый RAL 7004
w22964;22954;;0,9;л;218,1699;;;серый RAL 7005
w22964;22955;;2,7;л;594,7461;;;серый RAL 7005
w22964;22974;;0,9;л;278,8695;;; синий RAL 5005
w22964;22975;;2,7;л;749,3616;;; синий RAL 5005
w22964;22970;;0,9;л;226,6407;;; темно-зеленый RAL 6005
w22964;22971;;2,7;л;610,623;;; темно-зеленый RAL 6005
w22964;22958;;0,9;л;285,4098;;;темно-красный RAL 3003
w22964;22959;;2,7;л;762,2199;;;темно-красный RAL 3003
w22964;22976;;0,9;л;248,9877;;;темно-синий RAL 5001
w22964;22977;;2,7;л;669,8835;;;темно-синий RAL 5001
w22964;22956;;0,9;л;224,2422;;;черный RAL 9005
w22964;22957;;2,7;л;601,8948;;;черный RAL 9005
;w14848;OLIMP Краска для деревянных фасадов белая;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000118__.jpg;
w14848;14848;;0,9;л;365,0166;;;
w14848;14849;;2,7;л;1039,9545;;;
w14848;14850;;9;л;2965,0959;;;
;15265;OLIMP Краска фасад. всесезон. бел. мат. (-20 +35);9;л;2608,047;OLIMP;http://www.dekart.ru/content/images/thumbs/0000107__20_35.jpg;
;w13833;OLIMP Эмаль  для окон и дверей п/м база;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000151__.jpg;
w13833;13833;;0,9;л;410,2839;;;
w13833;13834;;2,7;л;1169,4501;;;
;w14757;OLIMP Эмаль  для отопит. приборов;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000152__150.jpg;
w14757;14757;;0,9;л;421,4691;;;
w14757;14758;;2,7;л;1239,4863;;;
;w15979;OLIMP Эмаль д/бетонных полов белая База;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000150__.jpg;
w15979;15979;;0,9;л;370,6326;;;белая
w15979;15981;;2,7;л;999,4842;;;белая
w15979;15982;;9;л;2969,1324;;;белая
w15979;15991;;2,7;л;999,4842;;;св.сера
w15979;15992;;9;л;2969,1324;;;св.сера
w15979;15988;;2,7;л;999,4842;;; серая
w15979;15989;;9;л;2969,1324;;; серая
;9833;JOBI Герметик акриловый белый;290;мл;87,07985;JOBI;http://www.dekart.ru/content/images/thumbs/0000048_jobi_acryl_dichtmasse_.jpg;
;9834;JOBI Герметик силиконовый белый;290;мл;148,9657;JOBI;http://www.dekart.ru/content/images/thumbs/0000091_jobi_universal_silicon_.jpg;
;9835;JOBI Герметик силиконовый бесцветный;290;мл;148,447;JOBI;http://www.dekart.ru/content/images/thumbs/0000091_jobi_universal_silicon_.jpg;
;9838;JOBI Герметик силиконовый коричневый;290;мл;149,62025;JOBI;http://www.dekart.ru/content/images/thumbs/0000091_jobi_universal_silicon_.jpg;
;9837;JOBI Герметик силиконовый серый;290;мл;149,62025;JOBI;http://www.dekart.ru/content/images/thumbs/0000091_jobi_universal_silicon_.jpg;
;9836;JOBI Герметик силиконовый черный;290;мл;147,61955;JOBI;http://www.dekart.ru/content/images/thumbs/0000091_jobi_universal_silicon_.jpg;
;16986;JOBI Очиститель монтажных  пистолетов;650;мл;122,0427;JOBI;http://www.dekart.ru/content/images/thumbs/0000073_jobi_pistolenshaum_reiniger_.jpg;
;8460;JOBI Пена монтажная;650;мл;201,24325;JOBI;;
;8461;JOBI Пена монтажная;675;мл;278,5172;JOBI;;
;16954;JOBI Пена монтажная всесезон.;670;мл;277,875;JOBI;;
;8462;JOBI Пена монтажная проф.;700;мл;312,1092;JOBI;;
;15792;JOBI Пена монтажная проф. 65 всесезон.-18С;1000;мл;373,9827;JOBI;http://www.dekart.ru/content/images/thumbs/0000329_jobi_montageshaum_18_.jpeg;
;18032;JOBI Пена монтажная проф. всесезон.;750;мл;319,45745;JOBI;;
;15791;JOBI Пена монтажная проф. всесезон. -18С;750;мл;348,2947;JOBI;http://www.dekart.ru/content/images/thumbs/0000329_jobi_montageshaum_18_.jpeg;
;11972;OLIMP Герметик аквариумный бесцветный;290;мл;210,938;OLIMP;http://www.dekart.ru/content/images/thumbs/0000103__.jpg;
;13952;OLIMP Герметик акриловый белый М;290;мл;84,8445;OLIMP;http://www.dekart.ru/content/images/thumbs/0000129__.jpg;
;16723;OLIMP Герметик битумный черный;290;мл;170,8499;OLIMP;http://www.dekart.ru/content/images/thumbs/0000106__.jpg;
;11971;OLIMP Герметик нейтр. силиконовый белый;290;мл;187,8682;OLIMP;http://www.dekart.ru/content/images/thumbs/0000126__.jpg;
;11970;OLIMP Герметик нейтр. силиконовый бесцв.;290;мл;187,8682;OLIMP;http://www.dekart.ru/content/images/thumbs/0000126__.jpg;
;11979;OLIMP Герметик паркетный бук PF-37;290;мл;126,4393;OLIMP;http://www.dekart.ru/content/images/thumbs/0000133__.jpg;
;11980;OLIMP Герметик паркетный дуб PF-90;290;мл;126,4393;OLIMP;http://www.dekart.ru/content/images/thumbs/0000133__.jpg;
;11983;OLIMP Герметик паркетный сосна PF-86;290;мл;126,4393;OLIMP;http://www.dekart.ru/content/images/thumbs/0000133__.jpg;
;11977;OLIMP Герметик паркетный темная вишня PF-10;290;мл;126,4393;OLIMP;http://www.dekart.ru/content/images/thumbs/0000133__.jpg;
;11978;OLIMP Герметик паркетный темный дуб PF-96;290;мл;126,4393;OLIMP;http://www.dekart.ru/content/images/thumbs/0000133__.jpg;
;11975;OLIMP Герметик санит. силиконовый белый;290;мл;142,35845;OLIMP;http://www.dekart.ru/content/images/thumbs/0000136__.jpg;
;11976;OLIMP Герметик санит. силиконовый бесцв.;290;мл;142,35845;OLIMP;http://www.dekart.ru/content/images/thumbs/0000136__.jpg;
;20950;OLIMP Герметик силиконовый белый;80;мл;109,4951;OLIMP;http://www.dekart.ru/content/images/thumbs/0001548__.jpeg;
;13951;OLIMP Герметик силиконовый белый;290;мл;147,15025;OLIMP;http://www.dekart.ru/content/images/thumbs/0000145__.jpg;
;20951;OLIMP Герметик силиконовый бесцветный;80;мл;109,4951;OLIMP;http://www.dekart.ru/content/images/thumbs/0001548__.jpeg;
;14054;OLIMP Герметик силиконовый бесцветный;290;мл;147,15025;OLIMP;http://www.dekart.ru/content/images/thumbs/0000145__.jpg;
